"Indicator Category","Indicator Code","Indicator","Reporting Economy Code","Reporting Economy ISO3A Code","Reporting Economy","Partner Economy Code","Partner Economy ISO3A Code","Partner Economy","Product/Sector Classification Code","Product/Sector Classification","Product/Sector Code","Product/Sector","Period Code","Period","Frequency Code","Frequency","Unit Code","Unit","Year","Value Flag Code","Value Flag","Text Value","Value"
"Merchandise trade values","ITS_MTV_MX","Total merchandise exports - monthly","440","LTU","Lithuania","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M03","March","M","Monthly","USM","Million US dollar","2020","","","","2793.62876"
"Merchandise trade values","ITS_MTV_MX","Total merchandise exports - monthly","440","LTU","Lithuania","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M03","March","M","Monthly","USM","Million US dollar","2017","","","","2392.90575"
"Merchandise trade values","ITS_MTV_MX","Total merchandise exports - monthly","440","LTU","Lithuania","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M04","April","M","Monthly","USM","Million US dollar","2022","","","","3764.47105"
"Merchandise trade values","ITS_MTV_MX","Total merchandise exports - monthly","440","LTU","Lithuania","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M04","April","M","Monthly","USM","Million US dollar","2018","","","","2534.994"
"Merchandise trade values","ITS_MTV_MX","Total merchandise exports - monthly","440","LTU","Lithuania","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M04","April","M","Monthly","USM","Million US dollar","2017","","","","2123.69015"
"Merchandise trade values","ITS_MTV_MX","Total merchandise exports - monthly","440","LTU","Lithuania","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M04","April","M","Monthly","USM","Million US dollar","2020","","","","2085.17814"
"Merchandise trade values","ITS_MTV_MX","Total merchandise exports - monthly","440","LTU","Lithuania","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M04","April","M","Monthly","USM","Million US dollar","2021","","","","3209.29389"
"Merchandise trade values","ITS_MTV_MX","Total merchandise exports - monthly","440","LTU","Lithuania","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M04","April","M","Monthly","USM","Million US dollar","2019","","","","2737.91394"
"Merchandise trade values","ITS_MTV_MX","Total merchandise exports - monthly","440","LTU","Lithuania","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M05","May","M","Monthly","USM","Million US dollar","2018","","","","2769.55964"
"Merchandise trade values","ITS_MTV_MX","Total merchandise exports - monthly","440","LTU","Lithuania","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M05","May","M","Monthly","USM","Million US dollar","2022","","","","3676.83724"
"Merchandise trade values","ITS_MTV_MX","Total merchandise exports - monthly","440","LTU","Lithuania","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M05","May","M","Monthly","USM","Million US dollar","2019","","","","2794.013"
"Merchandise trade values","ITS_MTV_MX","Total merchandise exports - monthly","440","LTU","Lithuania","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M05","May","M","Monthly","USM","Million US dollar","2020","","","","2159.1411"
"Merchandise trade values","ITS_MTV_MX","Total merchandise exports - monthly","440","LTU","Lithuania","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M05","May","M","Monthly","USM","Million US dollar","2021","","","","3327.3967"
"Merchandise trade values","ITS_MTV_MX","Total merchandise exports - monthly","440","LTU","Lithuania","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M05","May","M","Monthly","USM","Million US dollar","2017","","","","2501.09844"
"Merchandise trade values","ITS_MTV_MX","Total merchandise exports - monthly","440","LTU","Lithuania","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M06","June","M","Monthly","USM","Million US dollar","2022","","","","3518.58366"
"Merchandise trade values","ITS_MTV_MX","Total merchandise exports - monthly","440","LTU","Lithuania","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M06","June","M","Monthly","USM","Million US dollar","2018","","","","2888.78686"
"Merchandise trade values","ITS_MTV_MX","Total merchandise exports - monthly","440","LTU","Lithuania","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M06","June","M","Monthly","USM","Million US dollar","2017","","","","2542.13331"
"Merchandise trade values","ITS_MTV_MX","Total merchandise exports - monthly","440","LTU","Lithuania","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M06","June","M","Monthly","USM","Million US dollar","2021","","","","3413.03557"
"Merchandise trade values","ITS_MTV_MX","Total merchandise exports - monthly","440","LTU","Lithuania","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M06","June","M","Monthly","USM","Million US dollar","2020","","","","2509.97755"
"Merchandise trade values","ITS_MTV_MX","Total merchandise exports - monthly","440","LTU","Lithuania","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M06","June","M","Monthly","USM","Million US dollar","2019","","","","2686.6047"
"Merchandise trade values","ITS_MTV_MX","Total merchandise exports - monthly","440","LTU","Lithuania","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M07","July","M","Monthly","USM","Million US dollar","2018","","","","2814.22252"
"Merchandise trade values","ITS_MTV_MX","Total merchandise exports - monthly","440","LTU","Lithuania","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M07","July","M","Monthly","USM","Million US dollar","2022","","","","3860.79291"
"Merchandise trade values","ITS_MTV_MX","Total merchandise exports - monthly","440","LTU","Lithuania","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M07","July","M","Monthly","USM","Million US dollar","2019","","","","2781.95182"
"Merchandise trade values","ITS_MTV_MX","Total merchandise exports - monthly","440","LTU","Lithuania","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M07","July","M","Monthly","USM","Million US dollar","2020","","","","2699.19261"
"Merchandise trade values","ITS_MTV_MX","Total merchandise exports - monthly","440","LTU","Lithuania","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M07","July","M","Monthly","USM","Million US dollar","2021","","","","3246.43942"
"Merchandise trade values","ITS_MTV_MX","Total merchandise exports - monthly","440","LTU","Lithuania","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M07","July","M","Monthly","USM","Million US dollar","2017","","","","2335.81212"
"Merchandise trade values","ITS_MTV_MX","Total merchandise exports - monthly","440","LTU","Lithuania","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M08","August","M","Monthly","USM","Million US dollar","2022","","","","4353.82464"
"Merchandise trade values","ITS_MTV_MX","Total merchandise exports - monthly","440","LTU","Lithuania","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M08","August","M","Monthly","USM","Million US dollar","2018","","","","2935.64031"
"Merchandise trade values","ITS_MTV_MX","Total merchandise exports - monthly","440","LTU","Lithuania","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M08","August","M","Monthly","USM","Million US dollar","2017","","","","2643.46923"
"Merchandise trade values","ITS_MTV_MX","Total merchandise exports - monthly","440","LTU","Lithuania","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M08","August","M","Monthly","USM","Million US dollar","2021","","","","3510.05724"
"Merchandise trade values","ITS_MTV_MX","Total merchandise exports - monthly","440","LTU","Lithuania","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M08","August","M","Monthly","USM","Million US dollar","2020","","","","2934.76336"
"Merchandise trade values","ITS_MTV_MX","Total merchandise exports - monthly","440","LTU","Lithuania","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M08","August","M","Monthly","USM","Million US dollar","2019","","","","2773.37802"
"Merchandise trade values","ITS_MTV_MX","Total merchandise exports - monthly","440","LTU","Lithuania","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M09","September","M","Monthly","USM","Million US dollar","2018","","","","2674.34142"
"Merchandise trade values","ITS_MTV_MX","Total merchandise exports - monthly","440","LTU","Lithuania","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M09","September","M","Monthly","USM","Million US dollar","2019","","","","2821.09548"
"Merchandise trade values","ITS_MTV_MX","Total merchandise exports - monthly","440","LTU","Lithuania","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M09","September","M","Monthly","USM","Million US dollar","2020","","","","3119.10192"
"Merchandise trade values","ITS_MTV_MX","Total merchandise exports - monthly","440","LTU","Lithuania","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M09","September","M","Monthly","USM","Million US dollar","2021","","","","3680.9498"
"Merchandise trade values","ITS_MTV_MX","Total merchandise exports - monthly","440","LTU","Lithuania","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M09","September","M","Monthly","USM","Million US dollar","2017","","","","2744.9777"
"Merchandise trade values","ITS_MTV_MX","Total merchandise exports - monthly","440","LTU","Lithuania","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M10","October","M","Monthly","USM","Million US dollar","2018","","","","3119.0544"
"Merchandise trade values","ITS_MTV_MX","Total merchandise exports - monthly","440","LTU","Lithuania","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M10","October","M","Monthly","USM","Million US dollar","2017","","","","2771.477"
"Merchandise trade values","ITS_MTV_MX","Total merchandise exports - monthly","440","LTU","Lithuania","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M10","October","M","Monthly","USM","Million US dollar","2021","","","","3743.41068"
"Merchandise trade values","ITS_MTV_MX","Total merchandise exports - monthly","440","LTU","Lithuania","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M10","October","M","Monthly","USM","Million US dollar","2020","","","","3237.77175"
"Merchandise trade values","ITS_MTV_MX","Total merchandise exports - monthly","440","LTU","Lithuania","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M10","October","M","Monthly","USM","Million US dollar","2019","","","","3062.89683"
"Merchandise trade values","ITS_MTV_MX","Total merchandise exports - monthly","440","LTU","Lithuania","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M11","November","M","Monthly","USM","Million US dollar","2018","","","","2986.79292"
"Merchandise trade values","ITS_MTV_MX","Total merchandise exports - monthly","440","LTU","Lithuania","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M11","November","M","Monthly","USM","Million US dollar","2020","","","","3020.4657"
"Merchandise trade values","ITS_MTV_MX","Total merchandise exports - monthly","440","LTU","Lithuania","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M11","November","M","Monthly","USM","Million US dollar","2019","","","","2837.01272"
"Merchandise trade values","ITS_MTV_MX","Total merchandise exports - monthly","440","LTU","Lithuania","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M11","November","M","Monthly","USM","Million US dollar","2021","","","","3900.27794"
"Merchandise trade values","ITS_MTV_MX","Total merchandise exports - monthly","440","LTU","Lithuania","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M11","November","M","Monthly","USM","Million US dollar","2017","","","","2921.23606"
"Merchandise trade values","ITS_MTV_MX","Total merchandise exports - monthly","440","LTU","Lithuania","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M12","December","M","Monthly","USM","Million US dollar","2020","","","","3283.1009"
"Merchandise trade values","ITS_MTV_MX","Total merchandise exports - monthly","440","LTU","Lithuania","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M12","December","M","Monthly","USM","Million US dollar","2018","","","","2586.67248"
"Merchandise trade values","ITS_MTV_MX","Total merchandise exports - monthly","440","LTU","Lithuania","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M12","December","M","Monthly","USM","Million US dollar","2017","","","","2789.03504"
"Merchandise trade values","ITS_MTV_MX","Total merchandise exports - monthly","440","LTU","Lithuania","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M12","December","M","Monthly","USM","Million US dollar","2021","","","","3785.59656"
"Merchandise trade values","ITS_MTV_MX","Total merchandise exports - monthly","440","LTU","Lithuania","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M12","December","M","Monthly","USM","Million US dollar","2019","","","","2616.11133"
"Merchandise trade values","ITS_MTV_MX","Total merchandise exports - monthly","442","LUX","Luxembourg","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M01","January","M","Monthly","USM","Million US dollar","2019","","","","1892.7728"
"Merchandise trade values","ITS_MTV_MX","Total merchandise exports - monthly","442","LUX","Luxembourg","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M01","January","M","Monthly","USM","Million US dollar","2021","","","","1222.45524"
"Merchandise trade values","ITS_MTV_MX","Total merchandise exports - monthly","442","LUX","Luxembourg","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M01","January","M","Monthly","USM","Million US dollar","2018","","","","1408.856"
"Merchandise trade values","ITS_MTV_MX","Total merchandise exports - monthly","442","LUX","Luxembourg","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M01","January","M","Monthly","USM","Million US dollar","2017","","","","1358.27358"
"Merchandise trade values","ITS_MTV_MX","Total merchandise exports - monthly","442","LUX","Luxembourg","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M01","January","M","Monthly","USM","Million US dollar","2022","","","","1360.28222"
"Merchandise trade values","ITS_MTV_MX","Total merchandise exports - monthly","442","LUX","Luxembourg","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M01","January","M","Monthly","USM","Million US dollar","2020","","","","1186.146"
"Merchandise trade values","ITS_MTV_MX","Total merchandise exports - monthly","442","LUX","Luxembourg","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M02","February","M","Monthly","USM","Million US dollar","2019","","","","1633.52241"
"Merchandise trade values","ITS_MTV_MX","Total merchandise exports - monthly","442","LUX","Luxembourg","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M02","February","M","Monthly","USM","Million US dollar","2020","","","","1152.11325"
"Merchandise trade values","ITS_MTV_MX","Total merchandise exports - monthly","442","LUX","Luxembourg","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M02","February","M","Monthly","USM","Million US dollar","2022","","","","1477.18208"
"Merchandise trade values","ITS_MTV_MX","Total merchandise exports - monthly","442","LUX","Luxembourg","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M02","February","M","Monthly","USM","Million US dollar","2017","","","","1165.08921"
"Merchandise trade values","ITS_MTV_MX","Total merchandise exports - monthly","442","LUX","Luxembourg","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M02","February","M","Monthly","USM","Million US dollar","2018","","","","1395.07704"
"Merchandise trade values","ITS_MTV_MX","Total merchandise exports - monthly","442","LUX","Luxembourg","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M02","February","M","Monthly","USM","Million US dollar","2021","","","","1260.49062"
"Merchandise trade values","ITS_MTV_MX","Total merchandise exports - monthly","442","LUX","Luxembourg","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M03","March","M","Monthly","USM","Million US dollar","2019","","","","1603.52776"
"Merchandise trade values","ITS_MTV_MX","Total merchandise exports - monthly","442","LUX","Luxembourg","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M03","March","M","Monthly","USM","Million US dollar","2021","","","","1502.12976"
"Merchandise trade values","ITS_MTV_MX","Total merchandise exports - monthly","442","LUX","Luxembourg","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M03","March","M","Monthly","USM","Million US dollar","2018","","","","1595.41488"
"Merchandise trade values","ITS_MTV_MX","Total merchandise exports - monthly","442","LUX","Luxembourg","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M03","March","M","Monthly","USM","Million US dollar","2017","","","","1382.31845"
"Merchandise trade values","ITS_MTV_MX","Total merchandise exports - monthly","442","LUX","Luxembourg","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M03","March","M","Monthly","USM","Million US dollar","2022","","","","1704.41892"
"Merchandise trade values","ITS_MTV_MX","Total merchandise exports - monthly","442","LUX","Luxembourg","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M03","March","M","Monthly","USM","Million US dollar","2020","","","","1134.28939"
"Merchandise trade values","ITS_MTV_MX","Total merchandise exports - monthly","442","LUX","Luxembourg","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M04","April","M","Monthly","USM","Million US dollar","2019","","","","1643.44512"
"Merchandise trade values","ITS_MTV_MX","Total merchandise exports - monthly","442","LUX","Luxembourg","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M04","April","M","Monthly","USM","Million US dollar","2022","","","","1473.11504"
"Merchandise trade values","ITS_MTV_MX","Total merchandise exports - monthly","442","LUX","Luxembourg","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M04","April","M","Monthly","USM","Million US dollar","2020","","","","864.83244"
"Merchandise trade values","ITS_MTV_MX","Total merchandise exports - monthly","442","LUX","Luxembourg","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M04","April","M","Monthly","USM","Million US dollar","2017","","","","1174.06127"
"Merchandise trade values","ITS_MTV_MX","Total merchandise exports - monthly","442","LUX","Luxembourg","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M04","April","M","Monthly","USM","Million US dollar","2018","","","","1420.70148"
"Merchandise trade values","ITS_MTV_MX","Total merchandise exports - monthly","442","LUX","Luxembourg","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M04","April","M","Monthly","USM","Million US dollar","2021","","","","1398.90762"
"Merchandise trade values","ITS_MTV_MX","Total merchandise exports - monthly","442","LUX","Luxembourg","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M05","May","M","Monthly","USM","Million US dollar","2022","","","","1524.22232"
"Merchandise trade values","ITS_MTV_MX","Total merchandise exports - monthly","442","LUX","Luxembourg","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M05","May","M","Monthly","USM","Million US dollar","2019","","","","1300.25625"
"Merchandise trade values","ITS_MTV_MX","Total merchandise exports - monthly","442","LUX","Luxembourg","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M05","May","M","Monthly","USM","Million US dollar","2021","","","","1340.79694"
"Merchandise trade values","ITS_MTV_MX","Total merchandise exports - monthly","442","LUX","Luxembourg","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M05","May","M","Monthly","USM","Million US dollar","2018","","","","1433.85868"
"Merchandise trade values","ITS_MTV_MX","Total merchandise exports - monthly","442","LUX","Luxembourg","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M05","May","M","Monthly","USM","Million US dollar","2017","","","","1342.9941"
"Merchandise trade values","ITS_MTV_MX","Total merchandise exports - monthly","442","LUX","Luxembourg","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M05","May","M","Monthly","USM","Million US dollar","2020","","","","1006.58166"
"Merchandise trade values","ITS_MTV_MX","Total merchandise exports - monthly","442","LUX","Luxembourg","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M06","June","M","Monthly","USM","Million US dollar","2019","","","","1248.77994"
"Merchandise trade values","ITS_MTV_MX","Total merchandise exports - monthly","442","LUX","Luxembourg","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M06","June","M","Monthly","USM","Million US dollar","2022","","","","1603.07352"
"Merchandise trade values","ITS_MTV_MX","Total merchandise exports - monthly","442","LUX","Luxembourg","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M06","June","M","Monthly","USM","Million US dollar","2020","","","","1151.94925"
"Merchandise trade values","ITS_MTV_MX","Total merchandise exports - monthly","442","LUX","Luxembourg","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M06","June","M","Monthly","USM","Million US dollar","2017","","","","1342.76382"
"Merchandise trade values","ITS_MTV_MX","Total merchandise exports - monthly","442","LUX","Luxembourg","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M06","June","M","Monthly","USM","Million US dollar","2018","","","","1418.05954"
"Merchandise trade values","ITS_MTV_MX","Total merchandise exports - monthly","442","LUX","Luxembourg","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M06","June","M","Monthly","USM","Million US dollar","2021","","","","1510.09145"
"Merchandise trade values","ITS_MTV_MX","Total merchandise exports - monthly","442","LUX","Luxembourg","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M07","July","M","Monthly","USM","Million US dollar","2022","","","","1386.99054"
"Merchandise trade values","ITS_MTV_MX","Total merchandise exports - monthly","442","LUX","Luxembourg","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M07","July","M","Monthly","USM","Million US dollar","2019","","","","1288.9482"
"Merchandise trade values","ITS_MTV_MX","Total merchandise exports - monthly","442","LUX","Luxembourg","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M07","July","M","Monthly","USM","Million US dollar","2018","","","","1302.52156"
"Merchandise trade values","ITS_MTV_MX","Total merchandise exports - monthly","442","LUX","Luxembourg","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M07","July","M","Monthly","USM","Million US dollar","2017","","","","1320.54192"
"Merchandise trade values","ITS_MTV_MX","Total merchandise exports - monthly","442","LUX","Luxembourg","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M07","July","M","Monthly","USM","Million US dollar","2020","","","","1212.21225"
"Merchandise trade values","ITS_MTV_MX","Total merchandise exports - monthly","442","LUX","Luxembourg","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M07","July","M","Monthly","USM","Million US dollar","2021","","","","1437.79164"
"Merchandise trade values","ITS_MTV_MX","Total merchandise exports - monthly","442","LUX","Luxembourg","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M08","August","M","Monthly","USM","Million US dollar","2019","","","","1083.56114"
"Merchandise trade values","ITS_MTV_MX","Total merchandise exports - monthly","442","LUX","Luxembourg","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M08","August","M","Monthly","USM","Million US dollar","2022","","","","1375.78752"
"Merchandise trade values","ITS_MTV_MX","Total merchandise exports - monthly","442","LUX","Luxembourg","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M08","August","M","Monthly","USM","Million US dollar","2021","","","","1278.67464"
"Merchandise trade values","ITS_MTV_MX","Total merchandise exports - monthly","442","LUX","Luxembourg","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M08","August","M","Monthly","USM","Million US dollar","2020","","","","1035.5414"
"Merchandise trade values","ITS_MTV_MX","Total merchandise exports - monthly","442","LUX","Luxembourg","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M08","August","M","Monthly","USM","Million US dollar","2017","","","","1240.08921"
"Merchandise trade values","ITS_MTV_MX","Total merchandise exports - monthly","442","LUX","Luxembourg","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M08","August","M","Monthly","USM","Million US dollar","2018","","","","1153.28314"
"Merchandise trade values","ITS_MTV_MX","Total merchandise exports - monthly","442","LUX","Luxembourg","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M09","September","M","Monthly","USM","Million US dollar","2019","","","","1249.61424"
"Merchandise trade values","ITS_MTV_MX","Total merchandise exports - monthly","442","LUX","Luxembourg","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M09","September","M","Monthly","USM","Million US dollar","2018","","","","1253.22591"
"Merchandise trade values","ITS_MTV_MX","Total merchandise exports - monthly","442","LUX","Luxembourg","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M09","September","M","Monthly","USM","Million US dollar","2021","","","","1496.4378"
"Merchandise trade values","ITS_MTV_MX","Total merchandise exports - monthly","442","LUX","Luxembourg","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M09","September","M","Monthly","USM","Million US dollar","2017","","","","1393.22095"
"Merchandise trade values","ITS_MTV_MX","Total merchandise exports - monthly","442","LUX","Luxembourg","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M09","September","M","Monthly","USM","Million US dollar","2020","","","","1303.25184"
"Merchandise trade values","ITS_MTV_MX","Total merchandise exports - monthly","442","LUX","Luxembourg","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M10","October","M","Monthly","USM","Million US dollar","2019","","","","1336.08664"
"Merchandise trade values","ITS_MTV_MX","Total merchandise exports - monthly","442","LUX","Luxembourg","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M10","October","M","Monthly","USM","Million US dollar","2020","","","","1311.0285"
"Merchandise trade values","ITS_MTV_MX","Total merchandise exports - monthly","442","LUX","Luxembourg","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M10","October","M","Monthly","USM","Million US dollar","2017","","","","1454.45232"
"Merchandise trade values","ITS_MTV_MX","Total merchandise exports - monthly","442","LUX","Luxembourg","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M10","October","M","Monthly","USM","Million US dollar","2021","","","","1404.30105"
"Merchandise trade values","ITS_MTV_MX","Total merchandise exports - monthly","442","LUX","Luxembourg","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M10","October","M","Monthly","USM","Million US dollar","2018","","","","1393.35372"
"Merchandise trade values","ITS_MTV_MX","Total merchandise exports - monthly","442","LUX","Luxembourg","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M11","November","M","Monthly","USM","Million US dollar","2019","","","","1147.64635"
